artist_name,year_artist_born,age,length,width,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
Lucian Freud,1922.0,89.0,19.0,27.3,1.0,1974.0,52.0,749309.4,999079.2,1378729.3,1,518.7,1
Jadé Fadojutimi,1993.0,28.0,170.0,190.0,1.0,2017.0,24.0,224792.82,312212.25,1031174.62,1,32300.0,0
Jörg Immendorff,1945.0,62.0,150.2,200.4,1.0,1983.0,38.0,99907.92,149861.88,220296.96,1,30100.079999999998,1
Andreas Gursky,1955.0,66.0,144.0,207.5,1.0,1997.0,42.0,249769.8,374654.7,623175.65,4,29880.0,0
Alighiero Boetti,1940.0,54.0,100.0,100.0,1.0,1989.0,49.0,374654.7,499539.6,502287.07,5,10000.0,1
Fausto Melotti,1901.0,85.0,103.5,94.0,21.0,1971.0,70.0,187327.35,249769.8,330445.45,4,204309.0,1
Cinga Samson,1986.0,35.0,80.4,59.9,1.0,2017.0,31.0,62442.45,87419.43,401255.18,1,4815.96,0
Oli Epp,1994.0,27.0,200.0,150.0,1.0,2019.0,25.0,31221.23,43709.72,220296.96,4,30000.0,0
Trey Abdella,1994.0,27.0,157.4,99.1,1.0,2018.0,24.0,49953.96,74930.94,149487.23,4,15598.34,0
Mickalene Thomas,1971.0,50.0,213.36,152.4,1.0,2014.0,43.0,187327.35,249769.8,570286.9,4,32516.064000000002,0
Etel Adnan,1925.0,96.0,81.0,65.0,1.0,1973.0,48.0,74930.94,99907.92,440593.93,4,5265.0,0
Hilary Pecis,1979.0,42.0,106.9,76.3,1.0,2019.0,40.0,62442.45,87419.43,251767.96,4,8156.47,0
Avery Singer,1987.0,34.0,76.2,98.5,1.0,2016.0,29.0,187327.35,249769.8,314709.95,4,7505.700000000001,0
Flora Yukhnovich,1990.0,31.0,169.5,220.0,1.0,2020.0,30.0,74930.94,99907.92,2814281.22,1,37290.0,0
Salman Toor,1983.0,38.0,99.5,80.0,1.0,2018.0,35.0,124884.9,187327.35,361916.44,4,7960.0,0
Ewa Juszkiewicz,1984.0,37.0,130.0,100.0,1.0,2013.0,29.0,37465.47,49953.96,440593.93,4,13000.0,0
Banksy,1974.0,47.0,142.0,78.0,18.0,2018.0,44.0,4995396.0,7493094.0,23206112.12,4,199368.0,0
Bridget Riley,1931.0,90.0,158.5,129.0,1.0,2011.0,80.0,1248849.0,1873273.5,1907616.85,4,20446.5,0
Enrico Castellani,1930.0,87.0,180.0,180.0,4.0,1966.0,36.0,749309.4,999079.2,1605395.39,4,129600.0,1
Alighiero Boetti,1940.0,54.0,179.0,220.0,1.0,1978.0,38.0,2247928.2,2747467.8,3796500.96,5,39380.0,1
Sean Scully,1945.0,76.0,215.9,190.5,1.0,2015.0,70.0,749309.4,999079.2,1318285.0,4,41128.950000000004,0
Albert Oehlen,1954.0,67.0,250.2,125.2,1.0,2015.0,61.0,374654.7,499539.6,440593.93,4,31325.04,0
Georg Baselitz,1938.0,83.0,165.0,100.0,1.0,2018.0,80.0,437097.15,561982.05,532509.21,4,16500.0,0
Ernst Wilhelm Nay,1902.0,66.0,200.0,160.4,1.0,1963.0,61.0,312212.25,437097.15,744064.23,4,32080.0,1
Gerhard Richter,1932.0,89.0,200.0,200.0,1.0,1985.0,53.0,8741943.0,11239641.0,12013677.61,4,40000.0,0
Gerhard Richter,1932.0,89.0,180.0,120.0,1.0,1985.0,53.0,6244245.0,8741943.0,9861286.36,4,21600.0,0
Gerhard Richter,1932.0,89.0,180.0,120.0,1.0,1985.0,53.0,6244245.0,8741943.0,7421909.61,4,21600.0,0
Albert Oehlen,1954.0,67.0,169.5,209.5,1.0,2014.0,60.0,624424.5,874194.3,1076507.84,4,35510.25,0
Piero Manzoni,1933.0,30.0,63.0,53.0,20.0,1962.0,29.0,374654.7,499539.6,834730.67,5,66780.0,1
Enrico Castellani,1930.0,87.0,110.0,180.0,11.5,1968.0,38.0,437097.15,561982.05,1152063.2,4,227700.0,1
Alighiero Boetti,1940.0,54.0,100.0,70.4,1.0,1974.0,34.0,312212.25,374654.7,487175.99,4,7040.000000000001,1
Cy Twombly,1928.0,83.0,150.5,133.5,1.0,1982.0,54.0,3122122.5,4370971.5,3577952.39,4,20091.75,1
Philip Guston,1913.0,67.0,49.2,68.8,1.0,1972.0,59.0,374654.7,499539.6,440593.93,1,3384.96,1
Antony Gormley,1950.0,71.0,50.0,191.0,41.0,2002.0,52.0,224792.82,312212.25,298974.45,5,391550.0,0
Miriam Cahn,1949.0,72.0,87.3,70.5,1.0,2001.0,52.0,24976.98,37465.47,102280.73,1,6154.65,0
Paula Rego,1935.0,86.0,101.5,75.9,1.0,1994.0,59.0,999079.2,1498618.8,1484506.81,1,7703.85,0
Lucian Freud,1922.0,89.0,19.0,27.3,1.0,1974.0,52.0,749309.4,999079.2,1378729.3,1,518.7,1
Jadé Fadojutimi,1993.0,28.0,170.0,190.0,1.0,2017.0,24.0,224792.82,312212.25,1031174.62,1,32300.0,0
Jörg Immendorff,1945.0,62.0,150.2,200.4,1.0,1983.0,38.0,99907.92,149861.88,220296.96,1,30100.079999999998,1
Andreas Gursky,1955.0,66.0,144.0,207.5,1.0,1997.0,42.0,249769.8,374654.7,623175.65,10,29880.0,0
Alighiero Boetti,1940.0,54.0,100.0,100.0,1.0,1989.0,49.0,374654.7,499539.6,502287.07,5,10000.0,1
Fausto Melotti,1901.0,85.0,103.5,94.0,21.0,1971.0,70.0,187327.35,249769.8,330445.45,2,204309.0,1
Cinga Samson,1986.0,35.0,80.4,59.9,1.0,2017.0,31.0,62442.45,87419.43,401255.18,1,4815.96,0
Oli Epp,1994.0,27.0,200.0,150.0,1.0,2019.0,25.0,31221.23,43709.72,220296.96,1,30000.0,0
Trey Abdella,1994.0,27.0,157.4,99.1,1.0,2018.0,24.0,49953.96,74930.94,149487.23,1,15598.34,0
Mickalene Thomas,1971.0,50.0,213.36,152.4,1.0,2014.0,43.0,187327.35,249769.8,570286.9,10,32516.064000000002,0
John Russell,1745.0,61.0,76.2,64.1,1.0,1767.0,22.0,8000.0,12000.0,16380.13,1,4884.42,1
"Sir David Wilkie, R.A.",1785.0,56.0,14.2,20.6,1.0,1817.0,32.0,20000.0,30000.0,27720.22,1,292.52,1
Richard Parkes Bonington,1801.0,27.0,19.2,16.7,1.0,1826.0,25.0,30000.0,50000.0,40320.32,1,320.64,1
Max Beckmann,1884.0,66.0,67.3,45.4,1.0,1926.0,42.0,2000000.0,3000000.0,2682021.52,1,3055.4199999999996,1
Sam Szafran,1934.0,85.0,72.4,100.3,1.0,1964.0,30.0,8575.2,12862.8,11480.05,1,7261.72,1
Sam Szafran,1934.0,85.0,30.5,27.0,1.0,1990.0,56.0,8575.2,12862.8,16207.13,1,823.5,1
Bernard Frize,1954.0,67.0,79.8,79.8,1.0,1996.0,42.0,32157.0,42876.0,74282.67,1,6368.04,0
Carlos Cruz-Diez,1923.0,96.0,62.0,61.0,1.0,1968.0,45.0,85752.0,128628.0,121553.46,5,3782.0,1
Yves Klein,1928.0,34.0,69.0,32.0,24.0,1982.0,54.0,64314.0,85752.0,87788.61,5,52992.0,1
Bosco Sodi,1970.0,51.0,186.0,15.0,1.0,2012.0,42.0,32157.0,42876.0,67529.7,5,2790.0,0
Paul Jenkins,1923.0,89.0,46.0,27.0,1.0,1958.0,35.0,5359.5,7503.3,12155.35,1,1242.0,1
Philippe Hiquily,1925.0,88.0,65.0,83.0,20.0,1960.0,35.0,16078.5,21438.0,67529.7,2,107900.0,1
Enoc Perez,1967.0,54.0,152.0,203.0,1.0,2016.0,49.0,21438.0,32157.0,27011.88,1,30856.0,0
Robert Combas,1957.0,64.0,100.0,81.5,1.0,1994.0,37.0,32157.0,53595.0,101294.55,1,8150.0,0
Julian Opie,1958.0,63.0,74.0,80.7,1.0,2009.0,51.0,16078.5,21438.0,25661.29,6,5971.8,0
Yves Klein,1928.0,34.0,67.0,32.0,16.0,1992.0,64.0,37516.5,48235.5,56724.95,5,34304.0,1
Ali Banisadr,1976.0,45.0,40.6,40.6,1.0,2013.0,37.0,64314.0,85752.0,101294.55,1,1648.3600000000001,0
Josh Sperling,1984.0,37.0,137.0,152.0,1.0,2017.0,33.0,64314.0,96471.0,81035.64,1,20824.0,0
Conrad Marca-Relli,1913.0,87.0,50.0,65.5,1.0,1973.0,60.0,16078.5,21438.0,22960.1,1,3275.0,1
Gabriel Orozco,1962.0,59.0,20.0,20.0,1.0,2013.0,51.0,42876.0,64314.0,54023.76,1,400.0,0
Jean Cortot,1925.0,93.0,130.0,97.0,1.0,1972.0,47.0,4287.6,6431.4,5672.49,1,12610.0,1
Bernard Réquichot,1929.0,32.0,55.0,75.0,1.0,1957.0,28.0,7503.3,10719.0,9454.16,5,4125.0,1
César,1921.0,77.0,38.0,32.0,16.0,1995.0,74.0,16078.5,21438.0,56724.95,2,19456.0,1
César,1921.0,77.0,135.0,143.0,71.0,1987.0,66.0,64314.0,85752.0,189083.16,2,1370655.0,1
Arman,1928.0,77.0,84.0,78.0,61.0,1992.0,64.0,6431.4,8575.2,8103.56,2,399672.0,1
Marko Celebonovic,1902.0,84.0,92.0,73.6,1.0,1977.0,75.0,4287.6,6431.4,10129.46,1,6771.2,1
Maurice Estève,1904.0,97.0,42.5,30.5,1.0,1969.0,65.0,4287.6,6431.4,27011.88,3,1296.25,1
Maurice Estève,1904.0,97.0,26.5,39.0,1.0,1967.0,63.0,4287.6,6431.4,37816.63,1,1033.5,1
Jacques Doucet,1924.0,70.0,106.0,89.0,1.0,1983.0,59.0,3215.7,5359.5,5132.26,1,9434.0,1
Miguel Berrocal,1933.0,73.0,51.0,32.0,17.0,1968.0,35.0,8575.2,12862.8,20258.91,2,27744.0,1
Philippe Hiquily,1925.0,88.0,210.0,220.0,1.0,2011.0,86.0,37516.5,58954.5,47270.79,2,46200.0,1
Wayne Gonzales,1957.0,64.0,97.5,97.5,1.0,2007.0,50.0,7503.3,10719.0,9454.16,1,9506.25,0
Zhan Wang,1962.0,59.0,38.0,56.0,42.0,2011.0,49.0,7503.3,9647.1,11480.05,2,89376.0,0
Chéri Cherin,1955.0,66.0,136.0,186.5,1.0,2008.0,53.0,3215.7,5359.5,4321.9,1,25364.0,0
Bari Kumar,1966.0,55.0,183.5,122.0,1.0,2005.0,39.0,2143.8,3215.7,135.06,1,22387.0,0
Bari Kumar,1966.0,55.0,152.0,121.8,1.0,1998.0,32.0,2143.8,3215.7,405.18,1,18513.6,0
Kiran Telkar,1968.0,53.0,167.0,228.5,1.0,2008.0,40.0,2143.8,3215.7,810.36,1,38159.5,0
Probir Gupta,1960.0,61.0,274.5,396.0,1.0,2007.0,47.0,3215.7,5359.5,8103.56,1,108702.0,0
Alexis Kersey,1976.0,45.0,75.0,59.0,1.0,2007.0,31.0,1071.9,2143.8,675.3,2,4425.0,0
Alexis Kersey,1976.0,45.0,74.3,60.5,1.0,2007.0,31.0,1071.9,2143.8,405.18,2,4495.15,0
Yoshitomo Nara,1959.0,62.0,33.0,44.0,25.0,2011.0,52.0,2143.8,3215.7,5132.26,5,36300.0,0
Yoshitomo Nara,1959.0,62.0,61.0,45.5,1.0,2019.0,60.0,857.52,1071.9,2701.19,3,2775.5,0
Jeff Koons,1955.0,66.0,44.5,28.0,33.0,1998.0,43.0,5359.5,7503.3,6752.97,5,41118.0,0
KAWS,1974.0,47.0,27.5,13.0,12.0,2017.0,43.0,1071.9,1286.28,3241.43,5,4290.0,0
Charles Fazzino,1955.0,66.0,91.0,71.0,1.0,2002.0,47.0,1607.85,2143.8,2701.19,6,6461.0,0
David Reed,1946.0,75.0,77.8,34.6,1.0,2018.0,72.0,4287.6,6431.4,5672.49,5,2691.88,0
Josh Sperling,1984.0,37.0,79.0,64.5,3.0,2019.0,35.0,2143.8,3215.7,4051.78,10,15286.5,0
Christo Vladimirov Javacheff,1935.0,85.0,44.0,36.0,1.0,1963.0,28.0,2143.8,3215.7,10804.75,1,1584.0,1
Niki de Saint-Phalle,1930.0,72.0,61.5,47.5,19.0,2000.0,70.0,25725.6,32157.0,35136.88,5,55503.75,1
Hilary Pecis,1979.0,42.0,74.0,58.5,1.0,2019.0,40.0,37465.47,62442.45,346180.94,1,4329.0,0
Jammie Holmes,1984.0,37.0,91.4,121.6,1.0,2019.0,35.0,43709.72,56198.21,66089.09,1,11114.24,0
Godwin Champs Namuyimba,1989.0,32.0,152.0,132.0,1.0,2021.0,32.0,12488.49,18732.74,70809.74,1,20064.0,0
Louis Fratino,1993.0,28.0,23.7,32.9,1.0,2018.0,25.0,6244.25,8741.94,50353.59,3,779.7299999999999,0
Isshaq Ismail,1989.0,32.0,90.3,75.4,1.0,2019.0,30.0,7493.09,9990.79,110148.48,1,6808.62,0
Aboudia,1983.0,38.0,150.0,399.2,1.0,2012.0,29.0,43709.72,56198.21,251767.96,5,59880.0,0
Claire Tabouret,1981.0,40.0,115.0,171.0,1.0,2016.0,35.0,124884.9,187327.35,267503.46,1,19665.0,0
Salman Toor,1983.0,38.0,112.0,144.5,1.0,2010.0,27.0,74930.94,99907.92,314709.95,1,16184.0,0
Robert Nava,1985.0,36.0,43.0,35.5,1.0,2018.0,33.0,7493.09,9990.79,17309.05,4,1526.5,0
Aboudia,1983.0,38.0,121.9,152.5,1.0,2016.0,33.0,24976.98,37465.47,86545.24,1,18589.75,0
Robert Nava,1985.0,36.0,21.0,29.5,1.0,2017.0,32.0,4995.4,7493.09,11801.62,4,619.5,0
Aboudia,1983.0,38.0,150.0,300.0,1.0,2018.0,35.0,24976.98,37465.47,125883.98,1,45000.0,0
Flora Yukhnovich,1990.0,31.0,21.0,14.5,1.0,2020.0,30.0,12488.49,18732.74,59794.89,1,304.5,0
Bridget Riley,1931.0,90.0,66.2,86.8,1.0,1989.0,58.0,149861.88,187327.35,251767.96,10,5746.16,0
Damien Hirst,1965.0,56.0,34.0,38.0,1.0,1991.0,26.0,149861.88,224792.82,346180.94,5,1292.0,0
Banksy,1974.0,47.0,30.5,30.5,1.0,2003.0,29.0,499539.6,749309.4,623175.65,1,930.25,0
Cecily Brown,1969.0,52.0,254.0,279.4,1.0,2000.0,31.0,374654.7,499539.6,623175.65,1,70967.59999999999,0
Harland Miller,1964.0,57.0,152.0,121.0,1.0,2002.0,38.0,37465.47,49953.96,86545.24,4,18392.0,0
Petra Cortright,1986.0,35.0,101.5,76.1,1.0,2018.0,32.0,7493.09,9990.79,59794.89,5,7724.15,0
Jeff Elrod,1966.0,55.0,156.0,110.5,1.0,2019.0,53.0,49953.96,74930.94,94412.98,1,17238.0,0
André Butzer,1973.0,48.0,200.0,140.5,1.0,2008.0,35.0,74930.94,99907.92,125883.98,1,28100.0,0
Günther Förg,1952.0,61.0,250.0,420.0,1.0,1995.0,43.0,374654.7,499539.6,592953.51,1,105000.0,1
Sigmar Polke,1941.0,69.0,50.0,39.8,1.0,1982.0,41.0,49953.96,74930.94,66089.09,5,1989.9999999999998,1
Gerhard Richter,1932.0,89.0,87.0,50.0,1.0,2000.0,68.0,14986.19,18732.74,15735.5,7,4350.0,0
Joseph Beuys,1921.0,65.0,29.0,19.8,1.0,1958.0,37.0,74930.94,99907.92,149487.23,1,574.2,1
Peter Dreher,1932.0,88.0,25.2,20.1,1.0,2009.0,77.0,7493.09,9990.79,25176.8,1,506.52000000000004,1
Anselm Kiefer,1945.0,76.0,103.0,80.5,12.0,1997.0,52.0,112396.41,149861.88,125883.98,5,99498.0,0
Louise Bourgeois,1911.0,99.0,30.8,32.7,29.5,1999.0,88.0,224792.82,312212.25,361916.44,2,29711.220000000005,1
Josef Albers,1888.0,88.0,60.5,60.5,1.0,1968.0,80.0,249769.8,374654.7,623175.65,1,3660.25,1
Eduardo Chillida,1924.0,78.0,27.0,28.0,28.0,1990.0,66.0,87419.43,124884.9,204561.47,6,21168.0,1
Christo,1935.0,85.0,31.0,78.2,1.0,2000.0,65.0,37465.47,49953.96,188825.97,1,2424.2000000000003,1
Rashid Johnson,1971.0,50.0,120.5,180.5,23.0,2010.0,39.0,74930.94,99907.92,94412.98,1,500255.75,0
Theaster Gates,1973.0,48.0,61.0,61.0,12.0,2012.0,39.0,18732.74,24976.98,50353.59,2,44652.0,0
Carl Andre,1935.0,86.0,38.0,53.4,1.0,1971.0,36.0,149861.88,224792.82,283238.95,10,2029.2,0
Lawrence Weiner,1942.0,79.0,104.0,161.5,53.5,2006.0,64.0,62442.45,87419.43,78677.49,9,898586.0,0
Kazuo Shiraga,1924.0,84.0,200.0,140.0,1.0,1965.0,41.0,187327.35,249769.8,456329.42,1,28000.0,1
Jorinde Voigt,1977.0,44.0,200.0,140.0,1.0,2012.0,35.0,18732.74,24976.98,18882.6,7,28000.0,0
Jadé Fadojutimi,1993.0,28.0,20.0,29.0,1.0,2021.0,28.0,99907.92,149861.88,1303173.93,1,580.0,0
Rose Wylie,1934.0,87.0,346.5,328.0,1.0,2015.0,81.0,3746.55,4995.4,9441.3,10,113652.0,0
Tracey Emin,1963.0,58.0,29.0,29.0,1.0,2017.0,54.0,99907.92,149861.88,220296.96,9,841.0,0
Bob and Roberta Smith,1963.0,58.0,70.2,70.2,1.0,2021.0,58.0,3746.55,4995.4,4091.23,1,4928.04,0
Jessica Rankin,1971.0,50.0,65.0,49.6,1.0,2021.0,50.0,8741.94,12488.49,11801.62,1,3224.0,0
David Hockney,1937.0,84.0,35.0,43.0,1.0,1975.0,38.0,62442.45,87419.43,133751.73,10,1505.0,0
David Hockney,1937.0,84.0,40.6,40.6,1.0,1975.0,38.0,37465.47,49953.96,94412.98,10,1648.3600000000001,0
Gilbert and George,1942.0,-1942.0,101.5,101.5,1.0,1997.0,55.0,24976.98,37465.47,157354.97,5,10302.25,0
Andy Warhol,1928.0,59.0,190.0,160.0,1.0,1980.0,52.0,199815.84,299723.76,502287.07,1,30400.0,1
Manolo Valdés,1942.0,79.0,88.8,116.0,1.0,2006.0,64.0,124884.9,187327.35,251767.96,1,10300.8,0
Antoni Clavé,1913.0,92.0,24.0,19.0,1.0,1956.0,43.0,12488.49,18732.74,37765.19,1,456.0,1
George Condo,1957.0,64.0,190.0,170.0,1.0,1985.0,28.0,14986.19,22479.28,94412.98,1,32300.0,0
Sam Francis,1923.0,71.0,152.0,248.5,1.0,1978.0,55.0,87419.43,112396.41,110148.48,1,37772.0,1
Igor Mitoraj,1944.0,70.0,50.8,62.2,1.0,1984.0,40.0,62442.45,87419.43,204561.47,2,3159.7599999999998,1
Damien Hirst,1965.0,56.0,160.0,125.5,1.0,2016.0,51.0,49953.96,74930.94,188825.97,10,20080.0,0
Stefan Brüggemann,1975.0,46.0,103.5,171.5,1.0,2010.0,35.0,18732.74,24976.98,188825.97,1,17750.25,0
Vik Muniz,1961.0,60.0,376.0,278.0,1.0,2005.0,44.0,24976.98,37465.47,50353.59,7,104528.0,0
Roy Lichtenstein,1923.0,74.0,354.0,355.0,1.0,1992.0,69.0,10000.0,15000.0,23940.19,3,125670.0,1
Robert Indiana,1928.0,90.0,557.0,560.0,1.0,1997.0,69.0,4000.0,6000.0,10080.08,3,311920.0,1
Andy Warhol,1928.0,59.0,521.0,523.0,30.0,1964.0,36.0,15000.0,20000.0,47880.38,3,8174490.0,1
Andy Warhol,1928.0,59.0,2388.0,1765.0,1.0,1967.0,39.0,25000.0,35000.0,25200.2,3,4214820.0,1
Heiner Meyer,1953.0,68.0,1530.0,2134.0,1.0,2011.0,58.0,30000.0,50000.0,100800.81,2,3265020.0,0
Tom Blackwell,1938.0,83.0,2134.0,3048.0,1.0,1974.0,36.0,25000.0,35000.0,32760.26,1,6504432.0,0
Zio Ziegler,1988.0,33.0,203.0,358.0,1.0,2015.0,27.0,6000.0,8000.0,25200.2,1,72674.0,0
Andy Warhol,1928.0,59.0,110.0,73.5,1.0,1978.0,50.0,40000.0,60000.0,151201.21,5,8085.0,1
Andy Warhol,1928.0,59.0,111.2,73.4,1.0,1975.0,47.0,40000.0,60000.0,138601.11,3,8162.080000000001,1
Andy Warhol,1928.0,59.0,111.0,73.5,1.0,1975.0,47.0,40000.0,60000.0,113400.91,3,8158.5,1
Andy Warhol,1928.0,59.0,111.6,73.7,1.0,1975.0,47.0,40000.0,60000.0,151201.21,3,8224.92,1
Andy Warhol,1928.0,59.0,111.2,73.5,1.0,1975.0,47.0,40000.0,60000.0,163801.31,3,8173.2,1
Andy Warhol,1928.0,59.0,111.4,73.5,1.0,1975.0,47.0,40000.0,60000.0,126001.01,3,8187.900000000001,1
Andy Warhol,1928.0,59.0,111.5,73.5,1.0,1975.0,47.0,40000.0,60000.0,252002.02,3,8195.25,1
Andy Warhol,1928.0,59.0,110.8,73.6,1.0,1975.0,47.0,40000.0,60000.0,163801.31,3,8154.879999999999,1
Andy Warhol,1928.0,59.0,111.3,73.5,1.0,1975.0,47.0,40000.0,60000.0,151201.21,3,8180.55,1
Andy Warhol,1928.0,59.0,59.7,158.8,50.0,1975.0,47.0,40000.0,60000.0,113400.91,3,474018.00000000006,1
Tracey Emin,1963.0,58.0,96.4,96.6,1.0,2011.0,48.0,50000.0,70000.0,69300.56,9,9312.24,0
Andy Warhol,1928.0,59.0,166.4,166.4,1.0,1981.0,53.0,100000.0,150000.0,239401.92,3,27688.960000000003,1
Wulf Treu,1957.0,64.0,3.9,0.1,0.1,2012.0,55.0,12000.0,18000.0,40320.32,5,0.03900000000000001,0
Pablo Picasso,1881.0,92.0,2.25,0.1,0.1,1947.0,66.0,4995.4,7493.09,11014.85,10,0.022500000000000006,1
Pablo Picasso,1881.0,92.0,0.374,0.1,0.1,1948.0,67.0,2497.7,3746.55,11014.85,10,0.0037400000000000007,1
Pablo Picasso,1881.0,92.0,0.1,0.1,2.6,1948.0,67.0,37465.47,49953.96,62941.99,5,0.026000000000000002,1
Pablo Picasso,1881.0,92.0,0.1,0.1,30.0,1949.0,68.0,3746.55,6244.25,8654.52,10,0.30000000000000004,1
Pablo Picasso,1881.0,92.0,4.01,0.1,0.1,1951.0,70.0,7493.09,9990.79,14161.95,10,0.040100000000000004,1
Pablo Picasso,1881.0,92.0,4.1,0.1,0.1,1967.0,86.0,24976.98,37465.47,31470.99,10,0.041,1
Pablo Picasso,1881.0,92.0,0.1,0.1,28.0,1967.0,86.0,24976.98,37465.47,26750.35,10,0.28,1
Pablo Picasso,1881.0,92.0,0.1,0.1,30.5,1951.0,70.0,7493.09,9990.79,17309.05,10,0.30500000000000005,1
Pablo Picasso,1881.0,92.0,5.15,0.1,0.1,1951.0,70.0,4995.4,7493.09,17309.05,10,0.05150000000000001,1
Pablo Picasso,1881.0,92.0,4.04,0.1,0.1,1952.0,71.0,6244.25,8741.94,14948.72,10,0.040400000000000005,1
Pablo Picasso,1881.0,92.0,4.1,0.1,0.1,1952.0,71.0,14986.19,18732.74,22029.7,10,0.041,1
Pablo Picasso,1881.0,92.0,4.04,0.1,0.1,1952.0,71.0,14986.19,18732.74,23603.25,10,0.040400000000000005,1
Pablo Picasso,1881.0,92.0,4.1,0.1,0.1,1952.0,71.0,14986.19,18732.74,18882.6,10,0.041,1
Pablo Picasso,1881.0,92.0,0.1,0.1,18.7,1952.0,71.0,14986.19,18732.74,18882.6,10,0.18700000000000003,1
Pablo Picasso,1881.0,92.0,2.05,0.1,0.1,1952.0,71.0,12488.49,18732.74,26750.35,10,0.0205,1
Pablo Picasso,1881.0,92.0,2.0300000000000002,0.1,0.1,1952.0,71.0,1873.27,2497.7,6294.2,10,0.020300000000000006,1
Pablo Picasso,1881.0,92.0,0.1,0.1,14.0,1952.0,71.0,1498.62,2247.93,3147.1,10,0.14,1
Pablo Picasso,1881.0,92.0,0.1,0.1,31.0,1952.0,71.0,2497.7,3746.55,7080.97,10,0.31000000000000005,1
Pablo Picasso,1881.0,92.0,0.1,0.1,56.5,1953.0,72.0,12488.49,18732.74,14161.95,10,0.5650000000000001,1
Pablo Picasso,1881.0,92.0,3.15,0.1,0.1,1953.0,72.0,99907.92,149861.88,125883.98,10,0.03150000000000001,1
Pablo Picasso,1881.0,92.0,0.1,0.1,28.5,1953.0,72.0,6244.25,8741.94,7553.04,10,0.28500000000000003,1
Pablo Picasso,1881.0,92.0,0.1,0.1,35.5,1954.0,73.0,6244.25,8741.94,14161.95,10,0.35500000000000004,1
Pablo Picasso,1881.0,92.0,3.6,0.1,0.1,1954.0,73.0,74930.94,99907.92,94412.98,10,0.03600000000000001,1
Pablo Picasso,1881.0,92.0,1.73,0.1,0.1,1955.0,74.0,8741.94,11239.64,13375.17,10,0.017300000000000003,1
Pablo Picasso,1881.0,92.0,3.8600000000000003,0.1,0.1,1955.0,74.0,1873.27,2497.7,5035.36,10,0.03860000000000001,1
Pablo Picasso,1881.0,92.0,0.1,0.1,30.2,1955.0,74.0,14986.19,22479.28,15735.5,10,0.30200000000000005,1
Pablo Picasso,1881.0,92.0,0.1,0.1,36.0,1955.0,74.0,8741.94,12488.49,28323.9,10,0.36000000000000004,1
Pablo Picasso,1881.0,92.0,0.1,0.1,30.8,1955.0,74.0,8741.94,12488.49,23603.25,10,0.30800000000000005,1
Pablo Picasso,1881.0,92.0,2.45,0.1,0.1,1955.0,74.0,6244.25,8741.94,13375.17,10,0.024500000000000008,1
Pablo Picasso,1881.0,92.0,4.25,0.1,0.1,1956.0,75.0,4995.4,7493.09,11801.62,10,0.04250000000000001,1
Pablo Picasso,1881.0,92.0,4.15,0.1,0.1,1956.0,75.0,3746.55,6244.25,7867.75,10,0.04150000000000001,1
Pablo Picasso,1881.0,92.0,4.25,0.1,0.1,1956.0,75.0,6244.25,8741.94,12588.4,10,0.04250000000000001,1
Pablo Picasso,1881.0,92.0,4.1,0.1,0.1,1956.0,75.0,24976.98,37465.47,47206.49,10,0.041,1
Pablo Picasso,1881.0,92.0,4.15,0.1,0.1,1956.0,75.0,4995.4,7493.09,8654.52,10,0.04150000000000001,1
Pablo Picasso,1881.0,92.0,4.2,0.1,0.1,1956.0,75.0,4995.4,7493.09,7080.97,10,0.04200000000000001,1
Pablo Picasso,1881.0,92.0,3.85,0.1,0.1,1956.0,75.0,9990.79,12488.49,12588.4,10,0.038500000000000006,1
Pablo Picasso,1881.0,92.0,3.05,0.1,0.1,1956.0,75.0,4995.4,7493.09,5035.36,10,0.030500000000000003,1
Pablo Picasso,1881.0,92.0,4.2,0.1,0.1,1956.0,75.0,4995.4,7493.09,8654.52,10,0.04200000000000001,1
Pablo Picasso,1881.0,92.0,0.1,0.1,13.5,1956.0,75.0,4995.4,7493.09,7080.97,10,0.135,1
Pablo Picasso,1881.0,92.0,0.1,0.1,14.3,1953.0,72.0,2497.7,4995.4,6608.91,10,0.14300000000000002,1
Pablo Picasso,1881.0,92.0,2.5,0.1,0.1,1956.0,75.0,999.08,1498.62,5979.49,10,0.025000000000000005,1
Pablo Picasso,1881.0,92.0,2.5,0.1,0.1,1956.0,75.0,2497.7,3746.55,12588.4,10,0.025000000000000005,1
Pablo Picasso,1881.0,92.0,2.3,0.1,0.1,1956.0,75.0,3746.55,6244.25,28323.9,10,0.023000000000000003,1
Pablo Picasso,1881.0,92.0,4.05,0.1,0.1,1957.0,76.0,3746.55,6244.25,6294.2,10,0.04050000000000001,1
Pablo Picasso,1881.0,92.0,4.2,0.1,0.1,1957.0,76.0,9990.79,14986.19,17309.05,10,0.04200000000000001,1
Pablo Picasso,1881.0,92.0,0.1,0.1,24.0,1959.0,78.0,7493.09,9990.79,13375.17,10,0.24000000000000005,1
Pablo Picasso,1881.0,92.0,2.52,0.1,0.1,1959.0,78.0,6244.25,8741.94,11014.85,10,0.025200000000000004,1
Pablo Picasso,1881.0,92.0,2.55,0.1,0.1,1963.0,82.0,4995.4,7493.09,9441.3,10,0.025500000000000002,1
