artist_name,year_artist_born,age,length,width,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
Angki Purbandono,1971.0,-1971.0,57.2,167.3,1.0,2012.0,41.0,1274.73,2549.46,2891.09,10,9569.560000000001,0
Jacques Martin-Ferrières,1893.0,79.0,65.4,92.0,1.0,1917.0,24.0,15000.0,20000.0,52920.0,1,6016.8,1
Louis Valtat,1869.0,83.0,24.1,53.5,1.0,1914.0,45.0,10000.0,15000.0,11340.0,1,1289.3500000000001,1
Claude-Emile Schuffenecker,1851.0,83.0,81.3,59.7,1.0,1888.0,37.0,15000.0,20000.0,13860.0,1,4853.61,1
Gustave Courbet and Studio,1819.0,58.0,50.2,61.5,1.0,1872.0,53.0,40000.0,60000.0,37800.0,1,3087.3,1
Léon Spilliaert,1881.0,65.0,50.2,74.3,1.0,1927.0,46.0,30000.0,50000.0,40320.0,10,3729.86,1
André Brasilier,1929.0,93.0,145.0,88.9,1.0,1967.0,38.0,50000.0,70000.0,94500.0,1,12890.5,0
Jean-Pierre Cassigneul,1935.0,87.0,81.0,65.1,1.0,1967.0,32.0,10000.0,15000.0,10080.0,1,5273.099999999999,0
Pierre-Auguste Renoir,1841.0,78.0,87.0,119.0,1.0,1884.0,43.0,150000.0,250000.0,176400.0,10,10353.0,1
Salvador Dalí,1904.0,85.0,59.5,1.0,1.0,1973.0,69.0,20000.0,30000.0,56700.0,2,59.5,1
Alice Rahon,1916.0,71.0,27.3,25.4,1.0,1961.0,45.0,30000.0,40000.0,27720.0,1,693.42,1
Duilio Barnabè,1914.0,47.0,99.7,81.0,1.0,1956.0,42.0,6000.0,8000.0,22680.0,1,8075.7,1
Léopold Survage,1879.0,89.0,19.0,14.6,1.0,1946.0,67.0,3000.0,5000.0,5040.0,10,277.4,1
Wifredo Lam,1902.0,80.0,35.56,1.0,1.0,1970.0,68.0,30000.0,40000.0,25200.0,10,35.56,1
David Alfaro Siqueiros,1896.0,78.0,101.0,66.7,1.0,1968.0,72.0,25000.0,35000.0,25200.0,1,6736.700000000001,1
Jacques Hérold,1910.0,77.0,109.5,1.0,1.0,1942.0,32.0,18000.0,25000.0,18900.0,2,109.5,1
Alicia Penalba,1913.0,69.0,87.6,1.0,1.0,1959.0,46.0,15000.0,20000.0,37800.0,2,87.6,1
Jacques Lipchitz,1891.0,82.0,76.2,1.0,1.0,1947.0,56.0,15000.0,20000.0,12600.0,2,76.2,1
Moïse Kisling,1891.0,62.0,35.0,24.0,1.0,1925.0,34.0,15000.0,20000.0,40320.0,1,840.0,1
Oswaldo Guayasamín,1919.0,80.0,85.1,65.4,1.0,1960.0,41.0,20000.0,30000.0,25200.0,1,5565.54,1
Nicola Simbari,1927.0,85.0,60.3,70.2,1.0,1964.0,37.0,2000.0,3000.0,8190.0,1,4233.06,1
Nicola Simbari,1927.0,85.0,79.7,120.0,1.0,1965.0,38.0,3000.0,5000.0,16380.0,1,9564.0,1
Ivan Ivanovich Godlevsky,1908.0,90.0,69.9,92.7,1.0,1979.0,71.0,2000.0,4000.0,11340.0,1,6479.7300000000005,1
André Derain,1880.0,74.0,41.3,33.3,1.0,1924.0,44.0,20000.0,30000.0,44100.0,1,1375.2899999999997,1
Avigdor Arikha,1929.0,81.0,36.8,24.1,1.0,1950.0,21.0,500.0,700.0,1008.0,10,886.88,1
Carlos Mérida,1891.0,94.0,61.0,45.7,1.0,1970.0,79.0,18000.0,25000.0,22680.0,1,2787.7000000000003,1
Carlos Mérida,1891.0,93.0,29.2,36.5,1.0,1961.0,70.0,6000.0,8000.0,5292.0,10,1065.8,1
Kurt Schwitters,1887.0,61.0,29.2,24.1,1.0,1941.0,54.0,40000.0,60000.0,47880.0,5,703.72,1
Fritz Glarner,1899.0,73.0,52.0,29.0,1.0,1963.0,64.0,2000.0,3000.0,1260.0,1,1508.0,1
Lynn Chadwick,1914.0,89.0,34.3,1.0,1.0,1987.0,73.0,50000.0,70000.0,56700.0,2,34.3,1
Lyonel Feininger,1871.0,85.0,12.7,15.5,1.0,1953.0,82.0,10000.0,15000.0,10710.0,1,196.85,1
Oskar Kokoschka,1886.0,94.0,18.4,12.0,1.0,1947.0,61.0,2500.0,3500.0,3528.0,1,220.79999999999998,1
Lyonel Feininger,1871.0,85.0,23.8,31.1,1.0,1946.0,75.0,8000.0,12000.0,7560.0,3,740.1800000000001,1
"Antonio ""El Corcito"" Ruiz",1892.0,72.0,19.1,11.4,1.0,1925.0,33.0,15000.0,20000.0,47880.0,1,217.74,1
Karina Ami,1898.0,81.0,50.5,43.2,1.0,1929.0,31.0,300.0,500.0,1512.0,10,2181.6000000000004,1
Rudolf Bauer,1889.0,64.0,30.5,22.5,1.0,1915.0,26.0,15000.0,20000.0,15120.0,4,686.25,1
Karina Ami,1898.0,81.0,9.5,24.1,1.0,1933.0,35.0,300.0,500.0,252.0,4,228.95000000000002,1
Rudolf Bauer,1889.0,64.0,29.0,13.9,1.0,1915.0,26.0,18000.0,25000.0,18900.0,1,403.1,1
Irene Rice Pereira,1907.0,64.0,63.2,106.4,1.0,1953.0,46.0,1000.0,2000.0,1890.0,10,6724.4800000000005,1
Robert Marc,1943.0,50.0,22.8,19.0,1.0,1988.0,45.0,1500.0,2000.0,1386.0,1,433.2,1
Francisco Zúñiga,1912.0,86.0,37.5,1.0,1.0,1973.0,61.0,20000.0,30000.0,25200.0,10,37.5,1
Francisco Zúñiga,1912.0,86.0,45.0,1.0,1.0,1960.0,48.0,10000.0,15000.0,15120.0,2,45.0,1
Louis Valtat,1869.0,83.0,37.5,32.4,1.0,1908.0,39.0,5000.0,7000.0,6300.0,1,1215.0,1
Philomé Obin,1891.0,95.0,61.0,76.5,1.0,1960.0,69.0,15000.0,20000.0,18900.0,1,4666.5,1
Jacques Bouyssou,1926.0,1.0,64.8,80.6,1.0,1992.0,66.0,1000.0,2000.0,1260.0,1,5222.879999999999,1
Yves Brayer,1907.0,83.0,38.0,55.0,1.0,1979.0,72.0,5000.0,7000.0,16380.0,1,2090.0,1
Yves Brayer,1907.0,83.0,49.5,64.8,1.0,1972.0,65.0,4000.0,6000.0,6300.0,1,3207.6,1
Françoise Gilot,1921.0,101.0,55.9,37.8,1.0,1960.0,39.0,10000.0,15000.0,13860.0,10,2113.02,0
Françoise Gilot,1921.0,101.0,65.7,50.5,1.0,1951.0,30.0,5000.0,10000.0,17640.0,4,3317.8500000000004,0
Françoise Gilot,1921.0,101.0,24.8,32.4,1.0,1943.0,22.0,3000.0,5000.0,4032.0,4,803.52,0
Julio Ruelas,1870.0,37.0,25.4,20.0,1.0,1902.0,32.0,2000.0,3000.0,882.0,4,508.0,1
Reuven Rubin,1893.0,81.0,40.0,29.2,1.0,1957.0,64.0,4000.0,6000.0,2772.0,1,1168.0,1
Édouard Brandon,1831.0,66.0,24.6,18.0,1.0,1883.0,52.0,2000.0,3000.0,1260.0,1,442.8,1
Karina Ami,1898.0,81.0,57.2,46.0,1.0,1930.0,32.0,300.0,500.0,252.0,4,2631.2000000000003,1
Jan Symonsz. Pynas,1581.0,50.0,76.6,74.0,1.0,1625.0,44.0,26797.5,37516.5,27011.88,1,5668.4,1
Étienne Le Hongre,1628.0,62.0,64.5,1.0,1.0,1685.0,57.0,160785.0,267975.0,661898.25,10,64.5,1
"Charles François Grenier de Lacroix, called Lacroix de Marseille",1700.0,82.0,48.7,64.7,1.0,1762.0,62.0,75033.0,107190.0,87788.61,10,3150.8900000000003,1
"Charles-Francois Grenier de Lacroix, called Lacroix de Marseille",1700.0,82.0,21.0,38.0,1.0,1776.0,76.0,21438.0,32157.0,18908.32,1,798.0,1
Jean-Baptiste Regnault,1754.0,75.0,130.0,96.9,1.0,1828.0,74.0,53595.0,75033.0,78334.45,1,12597.0,1
Jean-Auguste-Dominique Ingres,1780.0,87.0,33.7,20.4,1.0,1830.0,50.0,64314.0,85752.0,81035.64,4,687.48,1
François-Joseph Navez,1787.0,82.0,90.5,65.5,1.0,1846.0,59.0,42876.0,64314.0,32414.26,1,5927.75,1
Jean-Jules-Antoine Lecomte du Nouÿ,1842.0,81.0,48.7,77.2,1.0,1875.0,33.0,32157.0,53595.0,101294.55,1,3759.6400000000003,1
Gustave Courbet,1819.0,58.0,39.9,60.9,1.0,1841.0,22.0,75033.0,107190.0,81035.64,1,2429.91,1
Peter McDonald,1973.0,49.0,76.0,100.0,1.0,2009.0,36.0,10197.84,15296.76,64246.38,1,7600.0,0
Jamian Juliano-Villani,1987.0,35.0,122.0,183.0,1.0,2013.0,26.0,38241.89,63736.49,401539.86,1,22326.0,0
Loie Hollowell,1983.0,39.0,122.0,91.5,9.3,2018.0,35.0,382418.91,637364.85,2104578.73,1,103815.90000000001,0
Emily Mae Smith,1979.0,43.0,96.5,76.3,1.0,2015.0,36.0,25494.59,50989.19,433663.04,1,7362.95,0
Andy Warhol,1928.0,59.0,89.0,58.6,1.0,1968.0,40.0,509891.88,764837.82,1024882.68,3,5215.400000000001,1
Andy Warhol,1928.0,59.0,89.5,58.5,1.0,1969.0,41.0,356924.32,611870.26,762670.78,3,5235.75,1
Richard Prince,1949.0,73.0,280.0,168.0,1.0,2005.0,56.0,9560472.75,12109932.15,11980674.56,7,47040.0,0
Banksy,1974.0,48.0,61.0,61.0,1.0,2000.0,26.0,790332.41,1185498.62,2258821.03,1,3721.0,0
Pablo Picasso,1881.0,92.0,116.0,89.0,1.0,1969.0,88.0,11854986.21,18228634.71,13884738.31,1,10324.0,1
Jill Mulleady,1980.0,42.0,96.7,56.3,1.0,2019.0,39.0,76483.78,114725.67,176677.54,1,5444.21,0
Tomoo Gokita,1969.0,53.0,162.6,130.0,1.0,2017.0,48.0,127472.97,254945.94,176677.54,1,21138.0,0
Jean-Michel Basquiat,1960.0,28.0,217.2,275.6,30.5,1985.0,25.0,32505607.35,44615539.5,36879969.79,1,1825739.7600000002,1
Rashid Johnson,1971.0,51.0,184.2,125.7,6.4,2015.0,44.0,280440.53,535386.47,947761.53,10,148185.216,0
Cai Guo-Qiang,1957.0,65.0,77.5,230.0,1.0,2005.0,48.0,191209.46,318682.43,240923.91,10,17825.0,0
Zao Wou-Ki,1920.0,93.0,100.0,80.5,1.0,1963.0,43.0,3824189.1,6373648.5,4950285.32,1,8050.0,1
Sterling Ruby,1972.0,50.0,245.0,214.6,1.0,2007.0,35.0,344177.02,484397.29,608428.49,1,52577.0,0
Frank Stella,1936.0,86.0,205.5,408.5,1.0,1978.0,42.0,4079135.04,6118702.56,5389684.64,1,83946.75,0
Dana Schutz,1976.0,46.0,183.4,229.9,1.0,2005.0,29.0,1529675.64,2549459.4,2027457.59,1,42163.66,0
Zhang Enli,1965.0,57.0,100.0,80.0,1.0,2002.0,37.0,191209.46,318682.43,449724.64,1,8000.0,0
Yoshitomo Nara,1959.0,63.0,180.0,26.0,1.0,2003.0,44.0,2294513.46,3569243.16,3492759.38,1,4680.0,0
Takashi Murakami,1962.0,60.0,100.0,5.0,1.0,2002.0,40.0,382418.91,637364.85,670125.4,1,500.0,0
Gerhard Richter,1932.0,90.0,100.0,70.0,1.0,1983.0,51.0,1784621.58,2804405.34,2952911.35,1,7000.0,0
Adrian Ghenie,1977.0,45.0,198.6,150.5,1.0,2013.0,36.0,2804405.34,4843972.86,3415638.23,1,29889.3,0
Zhang Enli,1965.0,57.0,249.5,199.8,1.0,2008.0,43.0,152967.56,356924.32,449724.64,1,49850.100000000006,0
Genieve Figgis,1972.0,50.0,120.0,90.0,1.0,2015.0,43.0,76483.78,101978.38,128492.75,1,10800.0,0
Jia Aili,1979.0,43.0,220.0,180.0,1.0,2013.0,34.0,892310.79,1274729.7,1102003.83,1,39600.0,0
Anish Kapoor,1954.0,68.0,140.0,34.0,1.0,2002.0,48.0,446155.4,701101.34,716398.09,2,4760.0,0
Tschabalala Self,1990.0,32.0,183.0,172.5,1.0,2015.0,25.0,127472.97,191209.46,417601.45,1,31567.5,0
Yayoi Kusama,1929.0,93.0,45.5,53.0,1.0,1992.0,63.0,382418.91,637364.85,3415638.23,1,2411.5,0
Liu Ye,1964.0,58.0,29.0,22.0,1.0,1998.0,34.0,254945.94,382418.91,353355.07,1,638.0,0
Eddie Martinez,1977.0,45.0,152.4,182.8,1.0,2009.0,32.0,152967.56,280440.53,465786.23,1,27858.72,0
Julian Schnabel,1951.0,71.0,121.9,91.4,1.0,2021.0,70.0,152967.56,191209.46,916913.07,1,11141.660000000002,0
Banksy,1974.0,48.0,43.2,122.0,1.0,2005.0,31.0,254945.94,382418.91,337293.48,1,5270.400000000001,0
Liu Wei,1972.0,50.0,199.0,349.0,1.0,2005.0,33.0,152967.56,280440.53,385478.26,1,69451.0,0
Natee Utarit,1970.0,52.0,241.0,201.0,1.0,2007.0,37.0,50989.19,76483.78,385478.26,1,48441.0,0
Henry Taylor,1958.0,64.0,243.8,198.1,1.0,2013.0,55.0,191209.46,318682.43,232893.12,1,48296.78,0
KAWS,1974.0,48.0,41.0,41.0,1.0,2001.0,27.0,254945.94,382418.91,321231.88,1,1681.0,0
Michael Craig-Martin,1941.0,81.0,200.0,250.0,1.0,2008.0,67.0,101978.38,152967.56,160615.94,1,50000.0,0
Ivan Konstantinovich Aivazovsky,1817.0,83.0,25.5,41.0,1.0,1891.0,74.0,62442.45,87419.43,251767.96,1,1045.5,1
Sylvester Feodosievich Shchedrin,1791.0,39.0,25.5,34.0,1.0,1829.0,38.0,187327.35,312212.25,267503.46,1,867.0,1
Ivan Konstantinovich Aivazovsky,1817.0,83.0,22.5,35.0,1.0,1874.0,57.0,14986.19,22479.28,23603.25,4,787.5,1
Ivan Konstantinovich Aivazovsky,1817.0,83.0,62.5,94.0,1.0,1858.0,41.0,312212.25,437097.15,314709.95,1,5875.0,1
Paul von Franken,1818.0,66.0,56.5,82.5,1.0,1854.0,36.0,18732.74,24976.98,55074.24,1,4661.25,1
Richard Karlovich Zommer,1866.0,73.0,37.0,55.0,1.0,1899.0,33.0,31221.23,43709.72,62941.99,1,2035.0,1
Iosif Evstafievich Krachkovsky,1854.0,60.0,28.5,32.5,1.0,1879.0,25.0,24976.98,37465.47,31470.99,1,926.25,1
Ivan Konstantinovich Aivazovsky,1817.0,83.0,64.0,107.0,1.0,1858.0,41.0,374654.7,624424.5,1227618.57,1,6848.0,1
Attributed to Ivan Konstantinovich Aivazovsky,1817.0,83.0,19.0,27.5,1.0,1879.0,62.0,9990.79,14986.19,15735.5,4,522.5,1
Ivan Pavlovich Pokhitonov,1850.0,73.0,13.5,19.0,1.0,1916.0,66.0,24976.98,37465.47,28323.9,1,256.5,1
Ivan Pavlovich Pokhitonov,1850.0,73.0,16.0,35.5,1.0,1887.0,37.0,224792.82,312212.25,283238.95,1,568.0,1
Ivan Pavlovich Pokhitonov,1850.0,73.0,16.0,26.5,1.0,1884.0,34.0,62442.45,87419.43,78677.49,1,424.0,1
Nikolai Egorovich Sverchkov,1817.0,81.0,73.5,92.5,1.0,1863.0,46.0,62442.45,87419.43,94412.98,1,6798.75,1
Nikolai Nikanorovich Dubovskoy,1859.0,59.0,20.5,27.5,1.0,1906.0,47.0,6244.25,8741.94,7867.75,1,563.75,1
Nikolai Nikanorovich Dubovskoy,1859.0,59.0,19.0,28.0,1.0,1890.0,31.0,6244.25,8741.94,9441.3,1,532.0,1
Maria Vasilievna Yakunchikova,1870.0,32.0,47.0,31.5,1.0,1895.0,25.0,12488.49,18732.74,20456.15,1,1480.5,1
Viktor Mikhailovich Vasnetsov,1848.0,78.0,107.0,67.0,1.0,1922.0,74.0,437097.15,624424.5,547620.29,1,7169.0,1
Sergei Yurievich Sudeikin,1882.0,64.0,83.5,48.0,1.0,1916.0,34.0,149861.88,224792.82,849841.74,1,4008.0,1
Mikhail Fedorovich Larionov,1881.0,83.0,71.5,96.0,1.0,1902.0,21.0,874194.3,1123964.1,1076507.84,1,6864.0,1
Sergei Ivanovich Lobanov,1887.0,56.0,51.0,38.5,1.0,1912.0,25.0,37465.47,62442.45,47206.49,1,1963.5,1
Abraham Manievich,1881.0,61.0,68.5,73.5,1.0,1916.0,35.0,18732.74,24976.98,50353.59,1,5034.75,1
Abraham Manievich,1881.0,61.0,78.5,86.5,1.0,1916.0,35.0,18732.74,24976.98,44059.39,1,6790.25,1
Stepan Fedorovich Kolesnikov,1879.0,76.0,86.5,100.0,1.0,1929.0,50.0,12488.49,18732.74,40912.29,1,8650.0,1
Filipp Andreevich Maliavin,1869.0,71.0,55.0,46.0,1.0,1923.0,54.0,37465.47,62442.45,75530.39,1,2530.0,1
Konstantin Ivanovich Gorbatov,1876.0,69.0,89.5,109.0,1.0,1930.0,54.0,124884.9,187327.35,298974.45,1,9755.5,1
Alexander Evgenievich Yakovlev,1887.0,51.0,85.0,96.0,1.0,1930.0,43.0,87419.43,112396.41,118016.23,1,8160.0,1
Vasily Ivanovich Shukhaev,1887.0,86.0,60.0,83.0,1.0,1924.0,37.0,37465.47,62442.45,110148.48,1,4980.0,1
Pavel Tchelitchew,1898.0,59.0,100.0,60.0,1.0,1927.0,29.0,49953.96,74930.94,62941.99,1,6000.0,1
Ivan Puni (Jean Pougny),1894.0,62.0,50.0,61.0,1.0,1928.0,34.0,22479.28,31221.23,28323.9,1,3050.0,1
Ivan Puni (Jean Pougny),1894.0,62.0,24.5,36.0,1.0,1953.0,59.0,6244.25,8741.94,22029.7,1,882.0,1
Ivan Puni (Jean Pougny),1894.0,62.0,31.0,37.5,1.0,1954.0,60.0,6244.25,8741.94,47206.49,1,1162.5,1
Ivan Puni (Jean Pougny),1894.0,62.0,51.0,16.0,1.0,1955.0,61.0,6244.25,8741.94,10228.07,1,816.0,1
Ivan Puni (Jean Pougny),1894.0,62.0,35.0,37.5,1.0,1949.0,55.0,6244.25,8741.94,133751.73,1,1312.5,1
Ivan Puni (Jean Pougny),1894.0,62.0,34.0,35.5,1.0,1944.0,50.0,6244.25,8741.94,40912.29,1,1207.0,1
Ivan Puni (Jean Pougny),1894.0,62.0,44.0,19.0,1.0,1955.0,61.0,6244.25,8741.94,28323.9,1,836.0,1
Boris Dmitrievich Grigoriev,1886.0,53.0,36.5,30.0,1.0,1920.0,34.0,7493.09,9990.79,62941.99,4,1095.0,1
Vera Mikhailovna Ermolaeva,1893.0,45.0,32.0,21.5,1.0,1933.0,40.0,4995.4,7493.09,25176.8,10,688.0,1
Vera Mikhailovna Ermolaeva,1893.0,45.0,22.5,23.0,1.0,1927.0,34.0,3746.55,6244.25,7867.75,10,517.5,1
Alexander Evgenievich Yakovlev,1887.0,51.0,28.0,71.5,1.0,1931.0,44.0,6244.25,8741.94,11801.62,1,2002.0,1
Alexander Evgenievich Yakovlev,1887.0,51.0,44.5,37.5,1.0,1929.0,42.0,3746.55,6244.25,11801.62,1,1668.75,1
David Davidovich Burliuk,1882.0,85.0,51.0,76.5,1.0,1910.0,28.0,37465.47,62442.45,59794.89,1,3901.5,1
Marie Vorobieff Marevna,1892.0,92.0,100.0,81.0,1.0,1943.0,51.0,12488.49,14986.19,17309.05,1,8100.0,1
Lev Tchistovsky,1902.0,67.0,73.5,59.5,1.0,1946.0,44.0,9990.79,14986.19,12588.4,1,4373.25,1
Nikolai Konstantinovich Kalmakov,1873.0,82.0,65.0,50.5,1.0,1916.0,43.0,14986.19,22479.28,40912.29,1,3282.5,1
Alexander Nikolaevich Benois,1870.0,90.0,46.0,64.0,1.0,1928.0,58.0,18732.74,24976.98,23603.25,1,2944.0,1
Alexander Nikolaevich Benois,1870.0,90.0,48.0,40.0,1.0,1948.0,78.0,2497.7,3746.55,7867.75,1,1920.0,1
Alexander Nikolaevich Benois,1870.0,90.0,26.0,18.5,1.0,1927.0,57.0,1873.27,2497.7,6608.91,1,481.0,1
Léon Bakst,1866.0,58.0,28.0,23.5,1.0,1914.0,48.0,9990.79,14986.19,11801.62,10,658.0,1
Léon Bakst,1866.0,58.0,29.0,17.0,1.0,1920.0,54.0,9990.79,14986.19,12588.4,4,493.0,1
Alexander Borisovich Serebriakoff,1907.0,88.0,42.0,51.0,1.0,1945.0,38.0,6244.25,8741.94,17309.05,1,2142.0,1
Alexander Borisovich Serebriakoff,1907.0,88.0,36.0,48.0,1.0,1944.0,37.0,3746.55,6244.25,4405.94,1,1728.0,1
Boris Valentinovich Shcherbakov,1916.0,79.0,35.0,50.0,1.0,1977.0,61.0,9990.79,14986.19,14161.95,1,1750.0,1
Nikolai Mikhailovich Romadin,1903.0,84.0,75.0,61.0,1.0,1949.0,46.0,24976.98,37465.47,34618.09,1,4575.0,1
Alexander Mikhailovich Gerasimov,1881.0,82.0,126.0,131.0,1.0,1945.0,64.0,224792.82,312212.25,377651.94,1,16506.0,1
Vladimir Alexandrovich Serov,1910.0,58.0,79.0,73.0,1.0,1965.0,55.0,4995.4,7493.09,5507.42,1,5767.0,1
Alexander Dmitrievich Tikhomirov,1916.0,79.0,41.0,59.0,1.0,1955.0,39.0,6244.25,8741.94,8654.52,1,2419.0,1
Efrem Pavlovich Svetlichny,1901.0,75.0,75.5,138.5,1.0,1958.0,57.0,3746.55,6244.25,4405.94,1,10456.75,1
Leonid Nikolaevich Vinogradov,1938.0,83.0,60.0,80.0,1.0,1965.0,27.0,3746.55,6244.25,4720.65,1,4800.0,1
Dmitri Innokentievich Berezovsky,1920.0,85.0,20.0,29.0,1.0,1949.0,29.0,1248.85,1873.27,1730.9,1,580.0,1
Dmitri Innokentievich Berezovsky,1920.0,85.0,23.5,50.0,1.0,1952.0,32.0,1248.85,1873.27,1730.9,1,1175.0,1
Alexei Pavlovich Belykh,1923.0,94.0,35.5,50.0,1.0,2000.0,77.0,2497.7,3746.55,3147.1,1,1775.0,1
Alexei Pavlovich Belykh,1923.0,94.0,76.0,61.0,1.0,1993.0,70.0,6244.25,8741.94,7867.75,1,4636.0,1
Andrei Nikolaevich Bliok,1946.0,76.0,112.0,55.0,1.0,1973.0,27.0,18732.74,24976.98,14161.95,1,6160.0,0
Vladimir Fedorovich Stozharov,1926.0,47.0,38.0,99.5,1.0,1956.0,30.0,18732.74,24976.98,23603.25,1,3781.0,1
Alexei Mikhailovich Gritsai,1914.0,84.0,65.0,80.0,1.0,1968.0,54.0,7493.09,9990.79,14161.95,1,5200.0,1
Nikolai Efimovich Timkov,1912.0,81.0,49.5,68.5,1.0,1970.0,58.0,2497.7,3746.55,3147.1,1,3390.75,1
Yuri Vladimirovich Matushevsky,1930.0,69.0,60.0,79.0,1.0,1967.0,37.0,3746.55,6244.25,5507.42,1,4740.0,1
Yuri Vladimirovich Matushevsky,1930.0,69.0,59.5,79.0,1.0,1965.0,35.0,3746.55,6244.25,4405.94,1,4700.5,1
Ilya Sergeevich Glazunov,1930.0,87.0,112.0,76.0,1.0,1981.0,51.0,18732.74,24976.98,31470.99,1,8512.0,1
Ilya Sergeevich Glazunov,1930.0,87.0,90.0,100.5,1.0,1982.0,52.0,4995.4,7493.09,11014.85,1,9045.0,1
Natalia Nesterova,1944.0,78.0,120.0,120.0,1.0,1984.0,40.0,18732.74,24976.98,34618.09,1,14400.0,0
Natalia Nesterova,1944.0,78.0,114.0,146.0,1.0,2002.0,58.0,14986.19,22479.28,18882.6,1,16644.0,0
Natalia Nesterova,1944.0,78.0,101.5,122.0,1.0,1994.0,50.0,12488.49,18732.74,25176.8,1,12383.0,0
Nikolai Smirnov,1938.0,67.0,80.5,90.0,1.0,1983.0,45.0,14986.19,22479.28,18882.6,1,7245.0,1
Vladimir Weisberg,1924.0,61.0,46.0,46.0,1.0,1978.0,54.0,18732.74,24976.98,37765.19,1,2116.0,1
Vitaly Komar,1943.0,79.0,48.5,35.5,1.0,1965.0,22.0,31221.23,37465.47,44059.39,1,1721.75,0
Ilya Kabakov,1933.0,89.0,145.5,211.5,1.0,1985.0,52.0,437097.15,686866.95,502287.07,1,30773.25,0
Leonid Purygin,1951.0,44.0,100.0,120.0,1.0,1981.0,30.0,14986.19,22479.28,62941.99,1,12000.0,1
Anatoly Zverev,1931.0,55.0,76.5,58.5,1.0,1963.0,32.0,9990.79,14986.19,10228.07,1,4475.25,1
Ivan Chuikov,1935.0,85.0,140.0,120.0,1.0,2000.0,65.0,49953.96,74930.94,70809.74,5,16800.0,1
Ivan Chuikov,1935.0,85.0,150.0,100.0,1.0,1991.0,56.0,24976.98,37465.47,34618.09,5,15000.0,1
Oleg Tselkov,1934.0,88.0,170.0,205.5,1.0,1984.0,50.0,49953.96,74930.94,62941.99,1,34935.0,0
Alexander Kosolapov,1943.0,79.0,128.0,184.5,1.0,1990.0,47.0,31221.23,43709.72,31470.99,10,23616.0,0
Ivan Chuikov,1935.0,85.0,150.0,80.0,1.0,2000.0,65.0,49953.96,74930.94,251767.96,5,12000.0,1
Ivan Chuikov,1935.0,85.0,170.0,120.0,1.0,2000.0,65.0,49953.96,74930.94,66089.09,5,20400.0,1
Mikhail Chemiakin,1943.0,79.0,106.5,106.5,1.0,1985.0,42.0,9990.79,14986.19,20456.15,1,11342.25,0
Leonid Sokov,1941.0,77.0,122.0,101.5,1.0,2007.0,66.0,31221.23,43709.72,40912.29,1,12383.0,1
Vladlen Gavrilchik,1929.0,88.0,150.0,100.0,1.0,1988.0,59.0,3746.55,6244.25,23603.25,1,15000.0,1
Vladlen Gavrilchik,1929.0,88.0,115.0,199.5,1.0,1985.0,56.0,37465.47,62442.45,47206.49,1,22942.5,1
Andrei Krisanov,1966.0,52.0,80.0,110.0,1.0,2007.0,41.0,6244.25,8741.94,7867.75,1,8800.0,1
Dmitrii Shorin,1971.0,51.0,140.0,90.0,1.0,2021.0,50.0,12488.49,18732.74,31470.99,1,12600.0,0
Evgeny Gorokhovsky,1951.0,71.0,97.5,137.5,1.0,1989.0,38.0,4995.4,7493.09,11801.62,1,13406.25,0
Lev Tabenkin,1952.0,70.0,150.5,170.0,1.0,1992.0,40.0,7493.09,9990.79,6294.2,1,25585.0,0
André Brasilier,1929.0,93.0,50.2,65.4,1.0,1969.0,40.0,2549.46,5098.92,8833.88,1,3283.0800000000004,0
Vu Cao Dam,1908.0,92.0,41.0,33.5,1.0,1973.0,65.0,15296.76,22945.13,44972.46,1,1373.5,1
Han Snel,1925.0,73.0,70.0,50.0,1.0,1981.0,56.0,25494.59,38241.89,41760.14,1,3500.0,1
Yong Mun Sen,1896.0,66.0,43.0,53.5,1.0,1941.0,45.0,19120.95,31868.24,24092.39,1,2300.5,1
Henri Mège,1904.0,80.0,25.5,61.5,1.0,1930.0,26.0,6373.65,8923.11,9636.96,1,1568.25,1
Zao Wou-Ki,1920.0,93.0,35.5,38.2,11.0,2007.0,87.0,10197.84,19120.95,24092.39,5,14917.100000000002,1
Zao Wou-Ki,1920.0,93.0,76.0,56.0,1.0,1988.0,68.0,2549.46,5098.92,12046.2,10,4256.0,1
Zao Wou-Ki,1920.0,93.0,35.5,38.5,11.0,2007.0,87.0,10197.84,19120.95,28910.87,5,15034.25,1
Chu Teh-Chun,1920.0,94.0,96.5,70.0,1.0,2004.0,84.0,3059.35,5098.92,9636.96,10,6755.0,1
Hsiao Chin,1935.0,87.0,70.0,80.0,1.0,1962.0,27.0,15296.76,25494.59,20880.07,1,5600.0,0
Henri Chen KeZhan,1959.0,63.0,77.0,83.0,1.0,1990.0,31.0,3824.19,6373.65,6103.41,7,6391.0,0
I Made Djirna,1957.0,65.0,130.0,139.5,1.0,1994.0,37.0,2549.46,3824.19,1525.85,1,18135.0,0
Zao Wou-Ki,1920.0,93.0,44.0,57.0,1.0,1954.0,34.0,3824.19,7648.38,11243.12,10,2508.0,1
Zao Wou-Ki,1920.0,93.0,16.8,21.9,1.0,1968.0,48.0,1274.73,2549.46,3533.55,3,367.92,1
Zao Wou-Ki,1920.0,93.0,48.0,59.2,1.0,2006.0,86.0,2549.46,5098.92,7709.57,10,2841.6000000000004,1
