artist_name,year_artist_born,age,length,width,title_of_work,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
Yoshitomo Nara & Hiroshi Sugito,1959.0,62.0,10.7,10.7,Untitled: Over The Rainbow,1.0,2004.0,45.0,4995.4,7493.09,6294.2,10,114.48999999999998,1
Takashi Murakami,1962.0,59.0,68.0,68.0,Kaikai Kiki And Me - The Shocking Truth Revealed,1.0,2010.0,48.0,1498.62,2247.93,2517.68,3,4624.0,1
Yoshitomo Nara,1959.0,62.0,42.2,29.2,Broken Treasures,1.0,2012.0,53.0,18732.74,24976.98,37765.19,5,1232.24,1
Yayoi Kusama,1929.0,92.0,29.7,35.0,Pumpkin 2000 (Yellow),1.0,2000.0,71.0,12488.49,18732.74,40912.29,3,1039.5,1
Takashi Murakami,1962.0,59.0,69.0,53.0,"An Homage to IKB, 1957 F; An Homage to IKB, 1957 E; and An Homage to Monoprint, 1960 E (Three Works)",1.0,2020.0,58.0,4370.97,5619.82,10228.07,10,3657.0,1
Yoshitomo Nara,1960.0,61.0,63.5,73.7,Real One,1.0,2020.0,60.0,1248.85,1873.27,4720.65,3,4679.95,1
Takashi Murakami,1962.0,59.0,50.0,50.0,Homage to Francis Bacon (Study for Head of Isabel Rawsthorne and George Dyer) (Two Works),1.0,2016.0,54.0,1248.85,1873.27,1888.26,10,2500.0,1
Yayoi Kusama,1929.0,92.0,29.9,29.8,Pumpkin (BSQ),1.0,1998.0,69.0,18732.74,24976.98,29897.45,3,891.02,1
Takashi Murakami,1962.0,59.0,60.0,60.0,Rose Velvet; and Blue Velvet (Two Works),1.0,2016.0,54.0,1873.27,3122.12,4720.65,10,3600.0,1
Hiroshi Sugimoto,1948.0,73.0,42.4,54.3,"South Bay Drive-In 726',1993",1.0,1993.0,45.0,12488.49,18732.74,15735.5,2,2302.3199999999997,1
Takashi Murakami,1962.0,59.0,76.0,72.0,Kōrin: Courtly Elegance,1.0,2016.0,54.0,999.08,1498.62,1888.26,3,5472.0,1
Nobuyoshi Araki,1940.0,81.0,96.0,77.0,"Kinbaku, 1980-2000",1.0,2013.0,73.0,8741.94,12488.49,7867.75,7,7392.0,1
Takashi Murakami,1962.0,59.0,76.0,72.0,Kōrin: Kyoto,1.0,2016.0,54.0,999.08,1498.62,1888.26,3,5472.0,1
Daido Moriyama,1938.0,83.0,33.0,40.5,"Japan, a Photo Theatre II, 1978",1.0,1978.0,40.0,2497.7,3746.55,1730.9,10,1336.5,1
Takashi Murakami,1962.0,59.0,65.5,98.0,727999,1.0,2016.0,54.0,1248.85,1873.27,1888.26,3,6419.0,1
Hiroshi Sugimoto,1948.0,73.0,42.5,54.3,"Sea of Japan, Oki, 1997",1.0,1997.0,49.0,22479.28,31221.23,18882.6,2,2307.75,1
KAWS,1974.0,47.0,18.9,12.5,Companion: Robert Lazzarini Version (Black),5.9,2010.0,36.0,624.42,874.19,1258.84,5,1393.875,1
Takashi Murakami,1962.0,59.0,70.9,1.0,Purple flowers in a bouquet,1.0,2010.0,48.0,1873.27,2497.7,3461.81,10,70.9,1
Takashi Murakami,1962.0,59.0,68.0,68.0,"Behold! Tis the Netherworld; and 4 Arhats, One With Four Eyes (Two Works)",1.0,2014.0,52.0,1248.85,1873.27,3461.81,10,4624.0,1
Takashi Murakami,1962.0,59.0,68.0,68.0,Spiral,1.0,2014.0,52.0,624.42,874.19,1573.55,3,4624.0,1
KAWS,1974.0,47.0,37.0,14.8,Dissected Companion (Brown; Grey; and Black) (Three Works),10.0,2006.0,32.0,3746.55,6244.25,11801.62,10,5476.0,1
Daido Moriyama,1938.0,83.0,31.2,41.0,"Hunter, 1972",1.0,1972.0,34.0,2497.7,3746.55,1573.55,10,1279.2,1
KAWS,1974.0,47.0,27.9,12.7,Companion (Full Bodied; and Flayed) (Six Works),7.6,2016.0,42.0,3746.55,6244.25,4720.65,10,2692.908,1
KAWS,1974.0,47.0,36.5,17.5,BFF (Black Edition; and MoMA Exclusive) (Two Works),10.5,2017.0,43.0,624.42,874.19,1258.84,10,6706.875,1
Yayoi Kusama,1929.0,92.0,29.8,35.0,Pumpkin 2000 (Green),1.0,2000.0,71.0,18732.74,24976.98,26750.35,3,1043.0,1
Takashi Murakami,1962.0,59.0,76.7,92.3,Korpokkur in the Forest,1.0,2020.0,58.0,1873.27,2497.7,2832.39,3,7079.41,1
Takashi Murakami,1962.0,59.0,58.0,100.0,Yoshiko and the Creatures from Planet 66,1.0,2003.0,41.0,874.19,1123.96,2045.61,3,5800.0,1
Takashi Murakami,1962.0,59.0,71.0,1.0,Panda with Panda Cubs,1.0,2019.0,57.0,1248.85,1873.27,1730.9,3,71.0,1
Takashi Murakami,1962.0,59.0,68.0,68.0,Melting DOB A,1.0,1999.0,37.0,1248.85,1873.27,1573.55,3,4624.0,1
Takashi Murakami,1962.0,59.0,50.0,50.0,Family Happiness; and Panda Family (Two Works),1.0,2016.0,54.0,1873.27,2497.7,2360.32,10,2500.0,1
Takashi Murakami,1962.0,59.0,68.7,53.0,"An Homage to IKB, 1957 F",1.0,2020.0,58.0,1248.85,1873.27,2517.68,3,3641.1000000000004,1
Takashi Murakami,1962.0,59.0,22.9,30.5,ComplexCon Mr. DOB (Red),20.3,2016.0,54.0,749.31,999.08,1258.84,5,14178.534999999998,1
Takashi Murakami,1962.0,59.0,39.8,39.8,Doraemon: Anywhere Door in the Field of Flowers,1.0,2019.0,57.0,1498.62,2247.93,2989.74,3,1584.0399999999997,1
Yoshitomo Nara,1959.0,62.0,69.0,49.0,Cosmic Girl: Eyes Opened,1.0,2008.0,49.0,2497.7,4995.4,7867.75,3,3381.0,1
Yoshitomo Nara,1959.0,62.0,69.0,49.0,Cosmic Girls: Eye Closed,1.0,2008.0,49.0,2497.7,4995.4,10228.07,10,3381.0,1
Takashi Murakami,1962.0,59.0,65.7,57.4,Doraemon: Thank You; Doraemon: Here We Go!; and Doraemon: Hip Hip Hurrah! (Three Works),1.0,2018.0,56.0,999.08,1498.62,2202.97,10,3771.1800000000003,1
KAWS,1974.0,47.0,38.5,30.0,Companionship in the Age of Loneliness,1.0,2019.0,45.0,3746.55,4995.4,5035.36,3,1155.0,1
Takashi Murakami,1962.0,59.0,8.9,1.0,DOB Kokeshi,1.0,2020.0,58.0,999.08,1498.62,1416.19,10,8.9,1
Yoshitomo Nara,1959.0,62.0,68.7,43.0,Banging the Drum,1.0,2020.0,61.0,999.08,1498.62,1258.84,3,2954.1,1
Takashi Murakami,1962.0,59.0,49.9,49.9,On an Endless Journey on a Time Machine with the Author Fujiko F. Fujio!,1.0,2019.0,57.0,1498.62,2247.93,2517.68,3,2490.0099999999998,1
TENGAOne,1977.0,44.0,68.7,57.3,BMA-001_P,1.0,2020.0,43.0,999.08,1498.62,629.42,3,3936.5099999999998,1
Takashi Murakami,1962.0,59.0,60.0,60.0,The Nether World,1.0,2018.0,56.0,1248.85,1873.27,3461.81,3,3600.0,1
Yoshitomo Nara,1959.0,62.0,61.0,45.7,Marching on a Butterbur Leaf,1.0,2019.0,60.0,1248.85,1873.27,2360.32,3,2787.7000000000003,1
Takashi Murakami,1962.0,59.0,57.9,50.8,Mr. Fujiko F. Fujio and Doraemon Are in the Field of Flowers; Doraemon in the Field of Flowers; and Doraemon's Daily Life (Three Works),1.0,2019.0,57.0,4995.4,7493.09,6294.2,10,2941.3199999999997,1
Takashi Murakami,1962.0,59.0,9.5,1.0,Kaikai & Kiki Kokeshi,1.0,2020.0,58.0,999.08,1498.62,1258.84,10,9.5,1
Yoshitomo Nara,1959.0,62.0,71.0,57.0,SpringGirl,1.0,2012.0,53.0,499.54,749.31,629.42,3,4047.0,1
Yayoi Kusama,1929.0,92.0,9.5,1.0,Pumpkin (Red); and Pumpkin (Yellow) (Two Works),1.0,2015.0,86.0,749.31,999.08,2360.32,10,9.5,1
Takashi Murakami,1962.0,59.0,70.0,1.0,Flowerball: Koi/Red-crowned Crane Vermilion,1.0,2016.0,54.0,1873.27,2497.7,3461.81,10,70.0,1
Yayoi Kusama,1929.0,92.0,9.5,1.0,Pumpkin (Yellow) (Five Works),1.0,2015.0,86.0,1873.27,2497.7,3147.1,10,9.5,1
Takashi Murakami,1962.0,59.0,46.0,1.0,Festival Flower Decoration,1.0,2018.0,56.0,749.31,999.08,3461.81,3,46.0,1
Yayoi Kusama,1929.0,92.0,9.5,1.0,Naoshima Red Pumpkin,1.0,2019.0,90.0,999.08,1498.62,1258.84,2,9.5,1
Takashi Murakami,1962.0,59.0,71.0,1.0,Burning Blood,1.0,2017.0,55.0,874.19,1123.96,4091.23,3,71.0,1
Takashi Murakami,1962.0,59.0,68.0,68.0,"Clairvoyance; and 4 Arhats, One With Four Eyes (Two Works)",1.0,2015.0,53.0,1248.85,1873.27,3776.52,10,4624.0,1
Yayoi Kusama,1929.0,92.0,40.0,39.9,Endless Life of People,1.0,2010.0,81.0,624.42,874.19,1573.55,3,1596.0,1
Tomoo Gokita,1969.0,52.0,24.0,18.0,A Footpath,1.0,1997.0,28.0,2497.7,3746.55,2045.61,3,432.0,1
Yayoi Kusama,1929.0,92.0,39.8,40.0,I Want To Sing My Heart Out,1.0,2009.0,80.0,624.42,874.19,1101.48,3,1592.0,1
KAWS,1974.0,47.0,32.5,19.0,Small Lies (Grey; Black; and Brown) (Three Works),15.0,2017.0,43.0,749.31,999.08,1258.84,10,9262.5,1
Toshio Shibata,1949.0,72.0,55.8,44.6,"Lake George', Park County, Colorado, 2000",1.0,2000.0,51.0,3746.55,6244.25,2517.68,2,2488.68,1
KAWS,1947.0,74.0,15.2,14.0,Undercover Bear (Black),10.8,2009.0,62.0,749.31,999.08,1258.84,5,2298.2400000000002,1
Hajime Sorayama,1947.0,74.0,65.0,25.0,T-Rex Cyborg,15.2,2019.0,72.0,1248.85,1873.27,1101.48,5,24700.0,1
Daniel Arsham,1980.0,41.0,33.0,21.5,Blue Crystalized Pikachu,15.0,2020.0,40.0,3746.55,4995.4,4405.94,10,10642.5,1
KAWS,1974.0,47.0,20.3,10.2,Snoopy,14.0,2010.0,36.0,874.19,1123.96,3147.1,5,2898.8399999999997,1
KAWS,1974.0,47.0,25.5,12.0,Pinocchio and Jiminy Cricket,11.0,2010.0,36.0,2497.7,3746.55,8654.52,10,3366.0,1
Tetsumi Kudo,1935.0,55.0,90.0,56.0,Work,1.0,1974.0,39.0,499.54,749.31,629.42,10,5040.0,1
Shiraga Kazuo,1924.0,84.0,100.7,78.5,Portfolio 1990,1.0,1990.0,66.0,4995.4,7493.09,10228.07,10,7904.95,1
Yayoi Kusama,1929.0,92.0,29.5,39.5,The Me that I Adore (The Grand Set),39.5,2013.0,84.0,4995.4,7493.09,11014.85,10,46027.375,1
Yoshitomo Nara,1959.0,62.0,51.4,36.4,N's YARD Posters (Eleven Works),1.0,2017.0,58.0,624.42,874.19,944.13,10,1870.9599999999998,1
Yoshitomo Nara,1959.0,62.0,15.0,4.0,123Drumming Girls (Three Works),1.0,2020.0,61.0,624.42,874.19,2202.97,10,60.0,1
KAWS,1974.0,47.0,36.5,20.5,Tweety (Black; and Yellow) (Two Works),14.5,2010.0,36.0,1498.62,2247.93,3461.81,10,10849.625,1
Takashi Murakami,1962.0,59.0,29.2,26.0,The Octopus Eats Its Own Leg,3.2,2018.0,56.0,1248.85,1873.27,1573.55,4,2429.44,1
Yoshitomo Nara,1959.0,62.0,25.0,1.0,Too Young to Die,1.0,2002.0,43.0,624.42,999.08,1573.55,10,25.0,1
Christo and Jeanne-Claude,1935.0,85.0,55.9,21.6,Wrapped Payphone,22.9,1988.0,53.0,30000.0,40000.0,75600.61,10,27650.376,1
Sam Gilliam,1933.0,88.0,170.2,80.6,Tupelo Jazz,7.6,1984.0,51.0,60000.0,80000.0,88200.71,1,104257.71199999998,1
Luis Martínez Pedro,1910.0,80.0,54.0,64.8,Sin título,1.0,1950.0,40.0,18000.0,22000.0,16380.13,1,3499.2,1
Sandú Darié,1908.0,83.0,45.7,47.9,Composición espacial,1.0,1955.0,47.0,12000.0,18000.0,21420.17,10,2189.03,1
Alexander Calder,1898.0,78.0,57.8,77.5,Yin and Yang Again,1.0,1971.0,73.0,30000.0,40000.0,69300.56,10,4479.5,1
Kazuya Sakai,1927.0,74.0,90.2,90.2,Homage to Tōhaku (from the series Monoyama III),1.0,1970.0,43.0,25000.0,30000.0,25200.2,1,8136.040000000001,1
George Rickey,1907.0,95.0,74.9,1.0,Two Lines Up IV,1.0,1988.0,81.0,18000.0,25000.0,27720.22,2,74.9,1
R.H. Quaytman,1961.0,60.0,133.0,82.2,I Love - The Eyelid Clicks/ I See/ Cold Poetry Chapter 18,1.0,2010.0,49.0,50000.0,70000.0,44100.35,1,10932.6,1
Yaacov Agam,1928.0,93.0,50.5,50.2,Aspect Double,1.0,1974.0,46.0,25000.0,35000.0,40320.32,1,2535.1000000000004,1
Richard Pousette-Dart,1916.0,76.0,61.0,121.9,By the Sea,1.0,1975.0,59.0,150000.0,200000.0,214201.72,1,7435.900000000001,1
Milton Resnick,1917.0,87.0,60.0,45.7,Abstraction,1.0,1963.0,46.0,18000.0,25000.0,44100.35,1,2742.0,1
Bernar Venet,1941.0,80.0,97.2,109.2,11 Acute Unequal Angles,38.1,2015.0,74.0,70000.0,90000.0,69300.56,2,404402.54400000005,1
Per Kirkeby,1938.0,83.0,90.2,30.5,Untitled,1.0,2008.0,70.0,30000.0,40000.0,37800.3,1,2751.1,1
Elaine de Kooning,1918.0,71.0,30.5,25.4,Charging Bull,1.0,1960.0,42.0,10000.0,15000.0,18900.15,1,774.6999999999999,1
Robert Motherwell,1915.0,76.0,45.7,35.6,Crystal and Earth Yellow,1.0,1946.0,31.0,15000.0,20000.0,32760.26,1,1626.92,1
Aaron Garber-Maikovska,1978.0,43.0,241.3,199.4,Untitled,1.0,2013.0,35.0,20000.0,30000.0,22680.18,7,48115.22,1
Sam Francis,1923.0,71.0,15.9,21.3,Zeichnung,1.0,1961.0,38.0,2000.0,3000.0,2520.02,7,338.67,1
James Brooks,1906.0,86.0,91.4,152.4,Dally,1.0,1981.0,75.0,7000.0,9000.0,11970.1,1,13929.36,1
Joseph Cornell,1903.0,69.0,45.7,35.6,Garlands for Queen Maybe E.D,1.0,1966.0,63.0,5000.0,7000.0,6300.05,5,1626.92,1
Martin Kippenberger,1953.0,44.0,32.4,24.1,Stay Baby,1.0,1983.0,30.0,7000.0,9000.0,23940.19,10,780.84,1
Bjarne Melgaard,1967.0,54.0,198.1,199.7,Self-portrait as Anni while she was recording her new album,1.0,2006.0,39.0,10000.0,15000.0,12600.1,1,39560.57,1
Raymond Pettibon,1957.0,64.0,61.0,45.5,No Title (As a result of this...),1.0,1988.0,31.0,8000.0,12000.0,8190.07,7,2775.5,1
Jorge de la Vega,1930.0,41.0,49.0,34.3,Untitled,1.0,1968.0,38.0,10000.0,15000.0,8820.07,7,1680.6999999999998,1
Joyce Pensato,1941.0,78.0,73.5,58.5,Untitled,1.0,1993.0,52.0,12000.0,18000.0,25200.2,5,4299.75,1
David Kim Whittaker,1964.0,57.0,122.0,122.0,Boys from the Outskirts (Howlers Walzers 1),1.0,2013.0,49.0,30000.0,40000.0,25200.2,1,14884.0,1
Friedrich Kunath,1974.0,47.0,121.9,104.1,Let those I don't care days begin,1.0,2011.0,37.0,15000.0,20000.0,23940.19,1,12689.789999999999,1
Saul Steinberg,1914.0,85.0,58.4,36.8,Self-Satisfied Southpaw,1.0,1955.0,41.0,10000.0,15000.0,10080.08,4,2149.12,1
Joseph Cornell,1903.0,69.0,40.6,48.9,Untitled (Lanner Waltzes series),1.0,1966.0,63.0,10000.0,15000.0,25200.2,5,1985.34,1
Marina Abramović,1946.0,75.0,86.4,104.8,The Great China Wall Walk,1.0,1996.0,50.0,6000.0,8000.0,6930.06,7,9054.720000000001,1
Fernando Botero,1932.0,89.0,43.8,35.6,Mujer regando,1.0,1980.0,48.0,25000.0,35000.0,35280.28,4,1559.28,1
Fernando Botero,1932.0,89.0,27.3,35.6,Mujer recostada,1.0,1965.0,33.0,25000.0,35000.0,23940.19,4,971.8800000000001,1
Roy Lichtenstein,1923.0,74.0,23.8,16.5,Interior without Ashtray (Study),1.0,1996.0,73.0,25000.0,35000.0,35280.28,8,392.7,1
Lucas Samaras,1936.0,85.0,83.8,43.1,Chair with Reclining Curvaceous V,45.7,1983.0,47.0,12000.0,18000.0,32760.26,2,165058.34600000002,1
David Shrigley,1968.0,53.0,76.2,55.9,Grey Pair,1.0,2014.0,46.0,5000.0,7000.0,4032.03,1,4259.58,1
Brian Calvin,1969.0,52.0,50.8,50.8,Another Lost Thought,1.0,2014.0,45.0,10000.0,15000.0,13860.11,1,2580.64,1
Francesco Clemente,1952.0,69.0,58.4,45.7,Father,1.0,1982.0,30.0,5000.0,7000.0,10080.08,1,2668.88,1
Sam Gilliam,1933.0,88.0,57.8,76.2,Untitled,1.0,1999.0,66.0,25000.0,35000.0,25200.2,1,4404.36,1
Richard Diebenkorn,1922.0,71.0,26.7,28.6,Untitled,1.0,1954.0,32.0,10000.0,15000.0,13860.11,7,763.62,1
Sam Francis,1923.0,71.0,27.0,36.2,Sketch for Chase Bank Manhattan Mural,1.0,1959.0,36.0,8000.0,12000.0,8190.07,7,977.4000000000001,1
Sam Francis,1923.0,71.0,25.4,15.2,Untitled,1.0,1959.0,36.0,8000.0,12000.0,11970.1,1,386.08,1
Mark Grotjahn,1968.0,53.0,15.9,14.6,Untitled,1.0,2003.0,35.0,15000.0,20000.0,18900.15,1,232.14,1
A. R. Penck,1939.0,78.0,59.6,41.9,Untitled,1.0,1968.0,29.0,10000.0,15000.0,23940.19,1,2497.24,1
Robert Irwin,1928.0,93.0,124.5,121.9,Untitled,1.0,1958.0,30.0,15000.0,20000.0,15120.12,1,15176.550000000001,1
Edward Kienholz,1927.0,67.0,63.2,123.8,Untitled,1.0,1958.0,31.0,10000.0,15000.0,15120.12,1,7824.16,1
John Harrison Levee,1924.0,93.0,138.1,64.1,Untitled,1.0,1957.0,33.0,8000.0,12000.0,8190.07,1,8852.21,1
Sol Lewitt,1928.0,79.0,57.2,57.2,Brushstrokes,1.0,1996.0,68.0,35000.0,45000.0,44100.35,10,3271.84,1
Angel Otero,1981.0,40.0,102.2,81.9,Slain,1.0,2012.0,31.0,35000.0,45000.0,44100.35,1,8370.18,1
Mark Flood,1957.0,64.0,243.8,152.4,Le Rendezvous,1.0,2004.0,47.0,10000.0,15000.0,16380.13,1,37155.12,1
Terry Winters,1949.0,72.0,101.6,66.0,Untitled,1.0,1983.0,34.0,25000.0,35000.0,27720.22,1,6705.599999999999,1
Hans Hofmann,1880.0,86.0,35.8,43.1,Untitled (Yellow),1.0,1944.0,64.0,15000.0,20000.0,16380.13,10,1542.98,1
Raimonds Staprans,1926.0,95.0,71.8,61.6,Boats at Newport #2,1.0,1959.0,33.0,8000.0,12000.0,10080.08,1,4422.88,1
Edward Bekkerman,1958.0,63.0,165.1,165.1,Labyrinths of Love,1.0,2019.0,61.0,25000.0,35000.0,69300.56,5,27258.01,1
Arnulf Rainer,1929.0,92.0,73.0,102.2,Die Grosse Scheisse,1.0,1973.0,44.0,40000.0,60000.0,88200.71,1,7460.6,1
Anke Weyer,1974.0,47.0,55.9,76.2,Untitled,1.0,2017.0,43.0,2000.0,3000.0,1890.02,1,4259.58,1
María Luisa Pacheco,1919.0,63.0,117.5,102.9,Sin título,1.0,1962.0,43.0,20000.0,30000.0,35280.28,1,12090.75,1
Theodoros Stamos,1922.0,75.0,25.7,55.9,Untitled (Anemones),1.0,1959.0,37.0,10000.0,15000.0,16380.13,1,1436.6299999999999,1
Lynda Benglis,1941.0,80.0,45.7,67.3,Platinum Lustre,9.5,1980.0,39.0,25000.0,35000.0,40320.32,5,29218.295000000002,1
Eduardo Ramírez Villamizar,1922.0,82.0,198.1,50.8,Untitled,50.8,1970.0,48.0,20000.0,30000.0,25200.2,2,511224.784,1
Livia Corona Benjamin,1975.0,46.0,60.0,50.5,"Nadie Sabe, Nadie Supo IV",1.0,2015.0,40.0,5000.0,7000.0,5040.04,7,3030.0,1
Hiram Maristany,1945.0,76.0,50.8,40.6,Children at Play & ¡Nosotros somos El Museo del Barrio!: Primer anivesario (A Pair of Works),1.0,2021.0,76.0,4000.0,6000.0,3780.03,5,2062.48,1
Juan Sánchez,1954.0,67.0,188.0,182.9,For Neda Agha,12.7,2011.0,57.0,20000.0,30000.0,18900.15,1,436692.04,1
Zilia Sánchez,1926.0,95.0,45.1,54.0,Conjunción I,7.6,2011.0,85.0,20000.0,30000.0,60480.49,1,18509.04,1
Marc Quinn,1964.0,57.0,187.5,320.0,DNA Garden,11.2,2001.0,37.0,80000.0,120000.0,47880.38,2,672000.0,1
Louise Lawler,1947.0,74.0,67.3,99.1,Musée Nantes,1.0,1987.0,40.0,8000.0,12000.0,10080.08,7,6669.429999999999,1
Marc Quinn,1964.0,57.0,90.2,66.0,Helen Smith,91.4,2000.0,36.0,40000.0,60000.0,44100.35,10,544122.4800000001,1
FAKE,1980.0,41.0,139.7,100.3,Super Nurse,1.0,2020.0,40.0,8000.0,12000.0,18900.15,1,14011.909999999998,1
Russell Young,1959.0,62.0,91.4,71.1,Marilyn Portrait,1.0,2014.0,55.0,10000.0,15000.0,12600.1,1,6498.54,1
Gabriel Orozco,1962.0,59.0,30.5,25.4,BKI,1.0,2004.0,42.0,1000.0,2000.0,1260.01,10,774.6999999999999,1
JR,1983.0,38.0,91.4,71.1,Wrinkles in the City - Robert Upside Down,1.0,2012.0,29.0,1500.0,2500.0,1638.01,10,6498.54,1
Miranda Donovan,1979.0,42.0,130.2,180.3,Restored,1.0,2019.0,40.0,30000.0,40000.0,30240.24,1,23475.059999999998,1
Katherine Bernhardt,1975.0,46.0,61.0,91.4,McDonalds Restaurant,1.0,2000.0,25.0,10000.0,15000.0,18900.15,1,5575.400000000001,1
Julian Schnabel,1951.0,70.0,149.9,111.8,Untitled,1.0,2017.0,66.0,15000.0,25000.0,17640.14,1,16758.82,1
Kenny Scharf,1958.0,63.0,87.6,108.0,Buy Me,1.0,1988.0,30.0,10000.0,15000.0,47880.38,1,9460.8,1
RETNA,1979.0,42.0,148.6,109.2,La Ruca,1.0,2010.0,31.0,10000.0,15000.0,12600.1,7,16227.119999999999,1
Rubens Gerchman,1942.0,66.0,24.4,60.9,TOOLL,5.0,1969.0,27.0,8000.0,12000.0,2394.02,5,7429.799999999999,1
Peter Tunney,1961.0,60.0,152.4,182.9,Untitled (Go Naked),1.0,2012.0,51.0,4000.0,6000.0,4410.04,1,27873.960000000003,1
Fred Brathwaite (Fab 5 Freddy),1959.0,62.0,177.8,177.8,"Bruce, Get Loose",1.0,2017.0,58.0,12000.0,18000.0,4788.04,7,31612.840000000004,1
Fred Brathwaite (Fab 5 Freddy),1959.0,62.0,177.8,177.8,We Will Dance When I'm Done,1.0,2017.0,58.0,12000.0,18000.0,4410.04,7,31612.840000000004,1
Shepard Fairey,1970.0,51.0,148.5,111.5,Keith Haring (2),1.0,2010.0,40.0,30000.0,40000.0,52920.42,7,16557.75,1
Donald Sultan,1951.0,70.0,30.5,31.1,Four Lemons March 21 1985,1.0,1985.0,34.0,5000.0,7000.0,21420.17,7,948.5500000000001,1
Will Cotton,1965.0,56.0,147.3,96.5,Domino,1.0,2015.0,50.0,40000.0,60000.0,75600.61,1,14214.45,1
Janet Fish,1938.0,83.0,57.2,75.6,Jello,1.0,1989.0,51.0,7000.0,9000.0,16380.13,1,4324.32,1
Davis Cone,1950.0,71.0,96.5,121.9,Silver Frolics,1.0,1980.0,30.0,20000.0,30000.0,27720.22,1,11763.35,1
Roger Mühl,1929.0,79.0,100.3,110.5,Paysage Aixois,1.0,1998.0,69.0,5000.0,7000.0,10080.08,1,11083.15,1
Margaret Bowland,1953.0,68.0,173.4,127.0,When You Wish Upon a Star (The Artist's Wig),1.0,2011.0,58.0,3000.0,5000.0,4788.04,1,22021.8,1
Hedda Sterne,1910.0,101.0,84.5,63.5,Vertical Horizontal No. 15,1.0,1962.0,52.0,50000.0,70000.0,214201.72,1,5365.75,1
Sam Francis,1923.0,71.0,59.4,40.6,Sengai (Untitled),1.0,1960.0,37.0,18000.0,25000.0,18900.15,1,2411.64,1
Helen Frankenthaler,1928.0,83.0,185.1,262.9,Eye of the Storm,1.0,1984.0,56.0,2000000.0,3000000.0,2440019.58,1,48662.78999999999,1
Robert Motherwell,1915.0,76.0,49.3,39.4,Chocmel and Gauloises,1.0,1972.0,57.0,50000.0,70000.0,63000.51,1,1942.4199999999998,1
Helen Frankenthaler,1928.0,83.0,74.6,94.0,Untitled,1.0,1997.0,69.0,250000.0,350000.0,478803.84,1,7012.4,1
Helen Frankenthaler,1928.0,83.0,104.1,81.3,Spring XXV,1.0,1996.0,68.0,20000.0,30000.0,52920.42,5,8463.33,1
Kenneth Noland,1924.0,86.0,51.4,231.5,Elong,1.0,1982.0,58.0,100000.0,150000.0,138601.11,1,11899.1,1
Jules Olitski,1922.0,85.0,200.7,375.9,First Love - 9,1.0,1972.0,50.0,40000.0,60000.0,50400.4,1,75443.12999999999,1
Thomas Downing,1928.0,57.0,230.2,90.5,Position 12.15.74,1.0,1974.0,46.0,15000.0,20000.0,32760.26,1,20833.1,1
Sam Francis,1923.0,71.0,152.4,121.9,Untitled,1.0,1988.0,65.0,180000.0,250000.0,214201.72,1,18577.56,1
Sam Francis,1923.0,71.0,101.3,67.6,Untitled,1.0,1967.0,44.0,15000.0,20000.0,25200.2,1,6847.879999999999,1
Jules Olitski,1922.0,85.0,27.9,34.3,Disappearing Sun,1.0,1995.0,73.0,2500.0,3500.0,4032.03,1,956.9699999999999,1
Paul Jenkins,1923.0,89.0,91.4,51.1,Phenomena with Tribute,1.0,1964.0,41.0,10000.0,15000.0,37800.3,1,4670.540000000001,1
KAWS,1974.0,47.0,15.2,22.9,SKETCHBOOK,2.5,1994.0,20.0,35000.0,55000.0,75600.61,4,870.1999999999999,1
Zephyr,1961.0,60.0,31.8,25.7,Wild Style,1.0,1982.0,21.0,5000.0,7000.0,8820.07,4,817.26,1
Lee Quiñones,1960.0,61.0,35.6,141.0,The Dance Band,1.0,1976.0,16.0,30000.0,50000.0,75600.61,10,5019.6,1
KAWS,1974.0,47.0,17.8,47.0,UNTITLED (KAWS),1.0,1996.0,22.0,35000.0,55000.0,44100.35,5,836.6,1
KAWS,1974.0,47.0,19.7,52.1,UNTITLED (KAWS),1.0,1996.0,22.0,35000.0,55000.0,47880.38,10,1026.37,1
Rammellzee,1960.0,50.0,109.9,311.2,The Coming of Zee,1.0,1984.0,24.0,200000.0,300000.0,252002.02,5,34200.88,1
Rammellzee,1960.0,50.0,101.6,76.2,KNOTTED MINDS!,1.0,1992.0,32.0,30000.0,50000.0,63000.51,1,7741.92,1
Fred Brathwaite (Fab 5 Freddy),1959.0,62.0,31.8,25.7,Untitled,1.0,1982.0,23.0,2000.0,3000.0,2772.02,4,817.26,1
Phase 2,1955.0,64.0,228.6,228.6,Untitled,1.0,1985.0,30.0,25000.0,35000.0,25200.2,1,52257.96,1
Kenny Scharf,1958.0,63.0,78.7,61.6,Van Chrome TV and Clock Radio,47.0,1983.0,25.0,20000.0,25000.0,47880.38,1,227852.24000000002,1
Kenny Scharf,1958.0,63.0,80.6,65.4,Fear Itself,1.0,1984.0,26.0,40000.0,60000.0,107100.86,1,5271.24,1
Keith Haring,1958.0,32.0,71.6,101.6,#10,1.0,1987.0,29.0,30000.0,40000.0,81900.66,1,7274.559999999999,1
KAWS,1974.0,47.0,35.6,27.9,UNTITLED,1.0,1993.0,19.0,25000.0,35000.0,31500.25,1,993.24,1
Martin Wong,1946.0,53.0,56.3,86.7,Untitled,1.0,1976.0,30.0,20000.0,30000.0,35280.28,1,4881.21,1
